prod_value,markup_value
"Клиент: Добрый вечер, хочу оформить вкла
Оператор: Подскажите, пожалуйста, сумму, которую вы планируете разместить.
Клиент: Примерно 300 тысяч рубле
Оператор: У нас есть предложение с процентной ставкой 9% годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Клиент: Здравствуйте, мн нужно заблокировать карту, я её потерял.
Оператор: Пони вашу ситуаци Назовите последние четыре цифры карты
Клиент: 3456.
Оператор: Ка заблокирована, перевыпуск возможен через приложение или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Здравствуйте, мне нужно заблокировать карту, я её потерял.
Оператор: Понимаю вашу ситуацию. Назовите последние четыре цифры карты
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возможен чер приложение или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добрый день, хочу узнать остаток по кредиту.
Оператор: Конечно, подскажите дату рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спаси Остаток по креди составляе 125 ты рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Добрый вечер, х оформить вклад
Оператор: Подскажите, пожалуйста, сумму, которую вы планируете разместить
Клиент: Примерно 300 тысяч рублей.
Оператор: У нас есть предложение с процентн ставкой 9% годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Клиент: Здравствуйте, мне нужно заблокировать карту, я её потерял.
Клиент: 3456.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добрый день, хочу узнать остаток по кредиту.
Оператор: Конечно, подскажи дату рождения для идентификации.
Клиент: 10 мая 198 года.
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Здравствуйте, мне нужн заблокировать карту, я её потерял.
Оператор: Понимаю вашу ситуацию. Назовите последние четыре цифры карты.
Клиент: 3456.
Оператор: Карта заблокирова перевыпу возможен чере приложение или в офисе","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Здравствуйте, у меня не проходит оплата картой в магазине.
Оператор: Понимаю. Скажите, пожалуйста, в как именн магазине возникла ошибка?
Клиент: В супермаркете окол дома, термина пи 'отказано'.
Оператор: Вижу, что карта активна. Попробуйте пожалуйста, повторить оплат или воспользоваться банкоматом рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: У ме н получает войти в мобильное приложение.
Оператор: Понимаю. Какая именн ошибка отображается?
Клиент: Пиш 'неверный пароль'.
Оператор: В таком случ вам нужно восстановить пароль через S",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: Здравствуйте, у меня не проходит оплата картой в магазине
Оператор: Понимаю. Скажите, пожалуйста, в ка именно магазине возникла ошибка?
Клиент: В супермарк около дома, терминал пишет 'отказано'.
Оператор: Вижу, что кар активн Попробуйте, пожалуйста повторить оплату или воспользоват банкоматом рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: Здравствуйте, м нужно заблокировать карту, я её потерял.
Оператор: Понимаю вашу ситуацию. Назовите последние четыре цифры карты
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возможен через приложе или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добрый день, хочу узнать оста по кредиту.
Оператор: Конечно, подскажите дату рождения для идентификации
Клиент: 10 м 1987 года.
Оператор: Спасибо. Остаток по кредит составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Здравствуйте, мне нужно заблокировать карту, я её потерял.
Оператор: Понимаю вашу ситуацию. Назовите последние четыре цифры карты.
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возможен чер приложение и в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: У меня не получается войти в мобильно приложение.
Оператор: Понимаю. Какая именно ошибк отображается?
Клиент: Пише 'неверный пароль'.
Оператор: В таком случае вам нужно восстановить пароль через SMS.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Оператор: Понимаю. Какая именно ошибка отображается?
Оператор: В таком слу ва нужно восстановить пароль через SMS.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: Здравствуйте, мне нужно заблокиров карт я её потер
Оператор: Понимаю ва ситуацию. Назовите последние чет цифры карты.
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возможен через приложение или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Здравствуй м нужно заблокировать карту, я её потерял.
Оператор: Понима вашу ситуацию. Назовите последн четыре цифры карты.
Клиент: 34
Оператор: Карта заблокирова перевыпуск возможен через приложен и в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добрый вечер, хочу оформит вклад.
Оператор: Подскажите, пожалуйста, сумму, которую вы планируете размести
Клиент: Примерно 300 тысяч рублей.
Оператор: У нас ес предложение с процентной ставкой 9% годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Клиент: Добры вечер, хочу оформ вклад
Оператор: Подскажите, пожалуйста, сумму которую вы планируете разместить.
Клиент: Примерно 3 тысяч рублей.
Оператор: У нас есть предложение с процентной ставк 9 годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Клиент: У меня не получается войти в мобильное приложение.
Оператор: Понимаю Какая именно ошибка отображается?
Клиент: Пишет 'неверный пароль'.
Оператор: В таком случае вам нужно восстановить пароль через SMS.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: Здравствуйте, мне нужно заблокировать карту, я её потер
Оператор: Понимаю вашу ситуацию. Назовите последни четыре ци карты.
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возможе через приложение или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Здравствуй м нужно заблокироват карту, я её потерял.
Оператор: Понимаю вашу ситуацию. Назови последние четыре цифры карты.
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возможен через приложение или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Здравствуйте, у меня не проходит оплата карт в магазине.
Оператор: Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка?
Клиент: В супермаркете около дома, терминал пишет 'отказано'.
Оператор: Вижу, чт карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: Здравствуйте, мне нужно заблокировать кар я её потерял.
Клиент: 3456.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Оператор: Понимаю. Какая именно ошибка отображается?
Оператор: В таком случае в нужно восстановить паро через SMS.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: Здравствуйте, мне нужно заблокировать карт я её потерял.
Оператор: Понимаю вашу ситуацию. Назовите последн четыре цифры карты.
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возмо через приложе или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добрый день, хочу узнать остаток по кредиту.
Оператор: Конечно, подскажите дату рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спасибо. Оста по кредиту составляет 125 тыся рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: У меня не получаетс войти в мобильн приложение.
Клиент: Пишет 'неверный пароль'.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Оператор: Конечно, подскаж дату рождения для идентификации.
Оператор: Спасибо. Остаток по кред составляет 1 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Здравствуйте, мне нужн заблокирова кар я её потерял.
Оператор: Пони ва ситуацию. Назовит последние чет ци карты.
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возможен через приложение или в офис","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Здравствуйт мне нужн заблокироват карту, я её потерял.
Оператор: Понима вашу ситуацию. Назовите последние четыр цифры карты.
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возможен через приложение или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добрый день, хочу узнать остаток по кредиту.
Оператор: Конечн подскажите дату рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Оператор: Подскажите пожалуйста, сумму, которую вы планируете разместить
Оператор: У нас е предложение с процентной став 9% годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Клиент: Добрый вечер, хочу оформить вклад
Оператор: Подскажите пожалуйста, сумму, которую вы планируе разместить.
Клиент: Примерно 300 тысяч рублей.
Оператор: У нас есть предложение с процентной ставк 9% годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Клиент: Здравствуйте, у меня не проходит опл картой в магазине.
Оператор: Понимаю Скажите, пожалуйста, в каком именно магази возникла ошибка?
Клиент: В супермаркет около дома, термина пишет 'отказано'.
Оператор: Вижу, что карта активн Попробуйт пожалуйста, повторить оплату или воспользоваться банкоматом рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: У меня не получается войти в мобильное приложение.
Оператор: Понимаю. Какая именно ошибка отображается?
Клиент: Пишет 'невер пароль'.
Оператор: В та случае вам нужно восстановить пароль через SMS.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Оператор: Понимаю. Какая име ошибка отображается?
Оператор: В таком случае вам нужно восстановить пароль через SM",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: Здравствуйте, у меня не проходит опл картой в магазине.
Оператор: Понимаю. Скажите, пожалуйста, в каком имен магазине возникла ошибка?
Клиент: В супермаркете около дома, терминал пиш 'отказано'.
Оператор: Вижу, что карта активн Попробуйте, пожалуйста повторить оплату или воспользоваться банкоматом рядо","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: У меня не получается войти в мобильное приложение.
Оператор: Понимаю. Какая именно ошибка отображается?
Клиент: Пишет 'неверный пароль'.
Оператор: В таком случае вам нужно восстанови пароль через S",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: У меня не получается войти в мобильное приложение.
Оператор: Понимаю. Кака именно ошибка отображается?
Клиент: Пишет 'неверный пароль'.
Оператор: В та случае вам нужно восстановить парол чере SMS.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: Добрый день, хочу узнать остаток по кредит
Оператор: Конечно, подскажите дату рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спаси Остаток п кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Добрый вечер, хочу оформит вклад.
Клиент: Примерно 300 тысяч рублей.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Клиент: Здравствуйте, у меня не проходит оплата карт в магазине.
Оператор: Понимаю. Скажите, пожалуйста, в каком именно магазине возникл ошибка?
Клиент: В супермарк около дома, терминал пишет 'отказано'.
Оператор: Вижу, что карт активна. Попробуйте, пожалуйста, повторить опл или воспользоваться банкомато рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: Здравствуйте, мне нужно заблокировать кар я её потер
Оператор: Понимаю вашу ситуацию. Назовите последние четыр цифры кар
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возможен через приложение или в офи","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: У ме не получается войти в мобильное приложение.
Оператор: Понимаю. Какая именно ошибка отображается?
Клиент: Пишет 'неверный пароль'.
Оператор: В таком случае вам нужно восстановить паро через SMS.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: Здравствуйте, у меня не проходит оплата картой в магазине
Оператор: Понимаю. Скажите, пожалуйста в каком именно магазине возни ошибка
Клиент: В супермаркете около дома, терминал пишет 'отказано'.
Оператор: Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом ряд","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Оператор: Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка?
Оператор: Вижу, что карта активна. Попробуйте пожалуйста, повторить оплату или воспользоваться банкоматом рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: Здравствуйте мне нужно заблокировать карту, я её потерял.
Оператор: Понимаю ваш ситуацию. Назовите последние четыре цифры карты.
Клиент: 3456.
Оператор: Карта заблокирова перевыпуск возможен че приложение или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добр день, хочу узнать остаток по кредиту.
Оператор: Конечно, подскажи дату рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спасибо. Остаток по кредиту составляет 125 тыс рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: У меня не получается вой в мобильное приложение.
Оператор: Понимаю. Какая именно ошибка отображается?
Клиент: Пишет 'неверный пароль'.
Оператор: В таком случае вам нужно восстановить пароль через SMS.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: Добрый ден хочу узнать остаток по кредиту.
Оператор: Конечно, подскажи дату рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Добрый день, хочу узнать оста по кредиту.
Оператор: Конечно, подскажите дату рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Доб день, хочу узнат остаток по кредит
Оператор: Конечно, подскажите дату рождения для идентификац
Клиент: 10 мая 1987 года.
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Добрый вечер, х оформить вклад.
Оператор: Подскажите, пожалуйста, сумму, которую вы планируе разместить.
Клиент: Пример 300 тысяч рублей.
Оператор: У нас есть предложение с процентной ставкой 9% годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Клиент: У меня не получается войти в мобильное приложение.
Оператор: Понимаю. Какая именн оши отображается?
Клиент: Пишет 'неверный пароль'.
Оператор: В таком случае вам нужно восстановить пароль чере SMS.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: Здравствуйте, у меня не проходит опла картой в магазине.
Клиент: В супермаркете около дома терминал пишет 'отказано'.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Оператор: Понимаю. Какая именно ошибка отображается?
Оператор: В таком случае вам нужно восстановить пароль через SMS.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: Добрый вечер, хочу оформить вклад.
Оператор: Подскажите, пожалуйста, сумму, которую вы планируете разместить.
Клиент: Примерно 300 тысяч рубле
Оператор: У нас есть предложение с процентной ставкой 9% годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Оператор: Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка
Оператор: Вижу, что карта активна. Попробуйт пожалуйста, повторить опла или воспользоват банкоматом рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Оператор: Понимаю ва ситуацию. Назови последние четыре цифры карты.
Оператор: Карта заблокирована, перевыпуск возможен через приложение или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добрый вечер, хочу оформить вклад.
Оператор: Подскажите, пожалуйста сумму, которую вы планируете размести
Клиент: Примерно 300 ты рублей
Оператор: У нас ест предложение с процентной ставкой 9% годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
